0 100.000000 100.000000 99.699997 
150 100.000000 100.000000 99.900002 
300 100.000000 100.000000 99.900002 
450 100.000000 100.000000 99.800003 
600 100.000000 100.000000 99.900002 
750 100.000000 100.000000 99.900002 
900 100.000000 100.000000 99.900002 
1050 100.000000 100.000000 99.900002 
1200 100.000000 100.000000 100.000000 
1350 100.000000 100.000000 99.900002 
1500 100.000000 100.000000 100.000000 
1650 100.000000 100.000000 100.000000 
1800 100.000000 100.000000 100.000000 
1950 100.000000 100.000000 100.000000 
2100 100.000000 100.000000 99.800003 
2250 100.000000 100.000000 99.900002 
2400 100.000000 100.000000 99.900002 
2550 100.000000 100.000000 99.900002 
2700 100.000000 100.000000 100.000000 
2850 100.000000 100.000000 100.000000 
3000 100.000000 100.000000 99.900002 
